Job Title;Employment Type;Experience Level;Expertise Level;Company Location;Salary in USD;Employee Residence;Company Size;Year
Data Infrastructure Engineer;Full-Time;Mid;Intermediate;United States;183310;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;66000;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United States;148500;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United States;126277;United States;Medium;2023
Data Architect;Full-Time;Senior;Expert;United States;228000;United States;Medium;2023
Data Architect;Full-Time;Senior;Expert;United States;120000;United States;Medium;2023
Machine Learning Software Engineer;Full-Time;Senior;Expert;United States;180000;United States;Medium;2023
Machine Learning Software Engineer;Full-Time;Senior;Expert;United States;90000;United States;Medium;2023
Machine Learning Software Engineer;Full-Time;Senior;Expert;United States;272000;United States;Medium;2023
Machine Learning Software Engineer;Full-Time;Senior;Expert;United States;170000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;259000;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;Croatia;110736;Croatia;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;Croatia;73824;Croatia;Medium;2023
Data Analyst;Part-Time;Entry;Junior;India;18160;Poland;Large;2023
Data Scientist;Full-Time;Entry;Junior;Brazil;19910;Brazil;Large;2023
Data Science Lead;Full-Time;Senior;Expert;United States;247500;United States;Medium;2023
Data Science Lead;Full-Time;Senior;Expert;United States;172200;United States;Medium;2023
Machine Learning Infrastructure Engineer;Full-Time;Senior;Expert;France;107968;France;Medium;2023
Machine Learning Infrastructure Engineer;Full-Time;Senior;Expert;France;75577;France;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;United States;288000;United States;Medium;2023
Data Science Lead;Full-Time;Mid;Intermediate;United Kingdom;73824;United Kingdom;Medium;2023
Data Science Lead;Full-Time;Mid;Intermediate;United Kingdom;61520;United Kingdom;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;215050;United States;Medium;2023
Data Architect;Full-Time;Senior;Expert;United States;198000;United States;Medium;2023
Data Architect;Full-Time;Senior;Expert;United States;114000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;209300;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;182200;United States;Medium;2023
Data Scientist;Full-Time;Entry;Junior;United States;85000;United States;Medium;2022
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;49216;United Kingdom;Medium;2023
Research Engineer;Full-Time;Entry;Junior;United Kingdom;120000;United Kingdom;Medium;2023
Research Engineer;Full-Time;Entry;Junior;United Kingdom;60000;United Kingdom;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;United States;147100;United States;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;United States;90700;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;227000;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;108000;United States;Medium;2023
Data Architect;Full-Time;Senior;Expert;United States;160000;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;Spain;56143;Spain;Medium;2023
Data Analyst;Full-Time;Senior;Expert;Spain;51824;Spain;Medium;2023
Data Analyst;Full-Time;Entry;Junior;United States;60000;United States;Large;2023
Data Analyst;Full-Time;Entry;Junior;United States;50000;Kuwait;Large;2023
Data Engineer;Full-Time;Senior;Expert;United States;226700;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;133300;United States;Medium;2023
Big Data Architect;Full-Time;Senior;Expert;United Kingdom;153799;United Kingdom;Large;2023
Data Analyst;Full-Time;Senior;Expert;United States;52500;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;162500;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;165000;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;124000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;63000;United States;Medium;2023
Research Scientist;Full-Time;Senior;Expert;Spain;253750;Spain;Medium;2023
Research Scientist;Full-Time;Senior;Expert;Spain;169200;Spain;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;213580;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;163625;United States;Medium;2023
Machine Learning Software Engineer;Full-Time;Senior;Expert;United States;375000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;Ireland;102569;Ireland;Medium;2023
Product Data Analyst;Full-Time;Mid;Intermediate;India;16417;India;Large;2023
Data Engineer;Full-Time;Executive;Director;United States;210000;United States;Medium;2023
Data Science Manager;Full-Time;Senior;Expert;United States;231250;United States;Medium;2023
Data Science Manager;Full-Time;Senior;Expert;United States;138750;United States;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;United States;284310;United States;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;United States;153090;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;125000;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United Kingdom;110736;United Kingdom;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United Kingdom;86128;United Kingdom;Medium;2023
Data Science Lead;Full-Time;Senior;Expert;United States;225900;United States;Medium;2023
Data Science Lead;Full-Time;Senior;Expert;United States;156400;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;385000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;241871;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;133832;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;192500;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;Mexico;36000;Mexico;Small;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;123040;United Kingdom;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;98432;United Kingdom;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;216100;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;140800;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;147648;United Kingdom;Medium;2023
Computer Vision Software Engineer;Full-Time;Senior;Expert;Canada;53984;Netherlands;Large;2023
Data Scientist;Full-Time;Entry;Junior;United States;110000;United States;Small;2023
Data Engineer;Full-Time;Mid;Intermediate;United Kingdom;67672;United Kingdom;Medium;2023
Data Engineer;Full-Time;Mid;Intermediate;United Kingdom;63980;United Kingdom;Medium;2023
Data Engineer;Full-Time;Executive;Director;United States;284000;United States;Medium;2023
Data Engineer;Full-Time;Executive;Director;United States;236000;United States;Medium;2023
Research Scientist;Full-Time;Senior;Expert;Canada;248100;Canada;Medium;2023
Research Scientist;Full-Time;Senior;Expert;Canada;145900;Canada;Medium;2023
Research Engineer;Full-Time;Senior;Expert;United States;155850;United States;Medium;2023
Research Engineer;Full-Time;Senior;Expert;United States;102544;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;United States;151410;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;United States;115360;United States;Medium;2023
Data Engineer;Full-Time;Mid;Intermediate;Spain;59382;Spain;Medium;2023
Director of Data Science;Full-Time;Senior;Expert;Canada;125948;Canada;Medium;2023
Azure Data Engineer;Full-Time;Senior;Expert;Netherlands;100000;Netherlands;Large;2023
Data Scientist;Full-Time;Senior;Expert;United Kingdom;185000;United Kingdom;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United Kingdom;120250;United Kingdom;Medium;2023
Data Engineer;Full-Time;Entry;Junior;Germany;26992;Germany;Large;2023
Data Scientist;Full-Time;Entry;Junior;United States;180000;United States;Medium;2022
Research Scientist;Full-Time;Mid;Intermediate;United States;85000;United States;Medium;2023
Research Scientist;Full-Time;Mid;Intermediate;United States;70000;United States;Medium;2023
BI Developer;Full-Time;Senior;Expert;United States;100000;United States;Medium;2023
Data Analytics Manager;Full-Time;Executive;Director;United States;155000;United States;Medium;2023
Data Analytics Manager;Full-Time;Executive;Director;United States;140000;United States;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;220000;United States;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;150000;United States;Medium;2023
Data Analytics Manager;Full-Time;Senior;Expert;United States;204500;United States;Medium;2023
Data Analytics Manager;Full-Time;Senior;Expert;United States;138900;United States;Medium;2023
Research Scientist;Full-Time;Mid;Intermediate;India;23000;India;Large;2022
Machine Learning Engineer;Full-Time;Mid;Intermediate;United States;110000;United States;Large;2023
Data Engineer;Full-Time;Senior;Expert;United States;182750;United States;Medium;2023
Head of Data Science;Full-Time;Executive;Director;United States;314100;United States;Medium;2023
Head of Data Science;Full-Time;Executive;Director;United States;195800;United States;Medium;2023
Applied Scientist;Full-Time;Senior;Expert;United States;180000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;144000;United States;Medium;2023
BI Developer;Full-Time;Entry;Junior;United States;160000;United States;Medium;2023
BI Developer;Full-Time;Entry;Junior;United States;100000;United States;Medium;2023
Data Manager;Full-Time;Senior;Expert;United States;199000;United States;Medium;2023
Data Manager;Full-Time;Senior;Expert;United States;112000;United States;Medium;2023
Big Data Engineer;Full-Time;Entry;Junior;Sweden;130000;Sweden;Small;2023
Data Engineer;Full-Time;Entry;Junior;United States;160000;United States;Medium;2023
Data Engineer;Full-Time;Entry;Junior;United States;135000;United States;Medium;2023
Applied Scientist;Full-Time;Senior;Expert;United States;350000;United States;Large;2023
Applied Scientist;Full-Time;Senior;Expert;United States;262500;United States;Large;2023
Machine Learning Engineer;Full-Time;Senior;Expert;United States;276000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;158677;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;103200;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;61200;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;United States;155000;United States;Large;2022
Marketing Data Engineer;Full-Time;Entry;Junior;Singapore;66970;Singapore;Large;2021
Data Scientist;Full-Time;Senior;Expert;Estonia;63701;Cyprus;Large;2023
Data Architect;Full-Time;Senior;Expert;United States;174500;United States;Medium;2023
Data Architect;Full-Time;Senior;Expert;United States;113000;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;87000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;107250;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;119000;United States;Medium;2023
Head of Data Science;Full-Time;Mid;Intermediate;India;60805;India;Large;2023
Data Analyst;Full-Time;Entry;Junior;United States;30000;Argentina;Small;2023
Data Science Manager;Full-Time;Mid;Intermediate;United States;220000;United States;Medium;2023
Data Science Manager;Full-Time;Mid;Intermediate;United States;195000;United States;Medium;2023
Data Manager;Full-Time;Senior;Expert;United States;168400;United States;Medium;2023
Analytics Engineer;Full-Time;Senior;Expert;United States;200000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;Canada;153000;Canada;Medium;2023
Data Engineer;Full-Time;Senior;Expert;Canada;94000;Canada;Medium;2023
Data Scientist;Full-Time;Entry;Junior;United States;124234;United States;Medium;2023
Data Scientist;Full-Time;Entry;Junior;United States;74540;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;109000;United States;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;France;84053;France;Large;2022
Machine Learning Engineer;Full-Time;Mid;Intermediate;Armenia;50000;Armenia;Small;2023
Data Analyst;Full-Time;Senior;Expert;United States;141290;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;74178;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;107500;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;84000;United States;Medium;2023
BI Analyst;Full-Time;Senior;Expert;United States;125000;United States;Medium;2023
BI Analyst;Full-Time;Senior;Expert;United States;110000;United States;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;200000;United States;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;135000;United States;Medium;2023
Business Data Analyst;Full-Time;Entry;Junior;United States;48000;United States;Large;2022
AI Developer;Full-Time;Entry;Junior;Bosnia and Herzegovina;120000;Bosnia and Herzegovina;Small;2023
Data Engineer;Full-Time;Mid;Intermediate;United States;150000;United States;Medium;2023
Computer Vision Engineer;Full-Time;Senior;Expert;United States;200000;United States;Small;2023
Applied Data Scientist;Full-Time;Mid;Intermediate;Kenya;80000;Kenya;Small;2023
Data Analytics Lead;Full-Time;Mid;Intermediate;Singapore;17511;India;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;257000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;Latvia;77737;Latvia;Medium;2023
Data Scientist;Full-Time;Senior;Expert;Latvia;38868;Latvia;Medium;2023
BI Developer;Full-Time;Senior;Expert;United States;140000;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;Romania;53984;Romania;Large;2023
Data Analyst;Full-Time;Senior;Expert;Spain;41027;Spain;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;United States;183310;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;102500;United States;Medium;2023
Data Science Consultant;Full-Time;Senior;Expert;United States;122000;United States;Medium;2023
Data Science Consultant;Full-Time;Senior;Expert;United States;94000;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;Thailand;24613;Thailand;Large;2023
Computer Vision Engineer;Full-Time;Mid;Intermediate;India;15897;India;Medium;2022
Data Science Consultant;Full-Time;Senior;Expert;United States;145000;United States;Medium;2023
Data Science Consultant;Full-Time;Senior;Expert;United States;128000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;182000;United States;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;Latvia;77737;Latvia;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;Latvia;38868;Latvia;Medium;2023
Data Scientist;Full-Time;Executive;Director;United States;300000;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;135000;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;105500;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;United States;110000;United States;Large;2022
Data Scientist;Full-Time;Senior;Expert;United States;153400;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;122700;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United States;145000;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United States;87000;United States;Medium;2023
Data Scientist;Full-Time;Entry;Junior;United States;50000;India;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;234100;United States;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;203500;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;223800;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;172100;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;232200;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;167200;United States;Medium;2023
BI Developer;Full-Time;Senior;Expert;United States;197000;United States;Medium;2023
BI Developer;Full-Time;Senior;Expert;United States;106000;United States;Medium;2023
Research Scientist;Full-Time;Senior;Expert;United States;180000;United States;Medium;2023
Research Scientist;Full-Time;Senior;Expert;United States;145000;United States;Medium;2023
Data Lead;Full-Time;Senior;Expert;United States;225000;United States;Medium;2023
Data Lead;Full-Time;Senior;Expert;United States;200000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;114000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;291500;United States;Medium;2023
Data Engineer;Full-Time;Executive;Director;United States;196200;United States;Medium;2023
Data Engineer;Full-Time;Executive;Director;United States;150900;United States;Medium;2023
Data Engineer;Full-Time;Mid;Intermediate;Spain;95000;Spain;Medium;2023
Data Engineer;Full-Time;Mid;Intermediate;Spain;80000;Spain;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;116000;United States;Medium;2023
Data Analyst;Full-Time;Mid;Intermediate;United States;72000;United States;Medium;2023
Analytics Engineer;Full-Time;Senior;Expert;United States;207000;United States;Medium;2023
Analytics Engineer;Full-Time;Senior;Expert;United States;167000;United States;Medium;2023
Machine Learning Engineer;Full-Time;Senior;Expert;United States;135000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;96100;United States;Medium;2023
Data Science Engineer;Full-Time;Senior;Expert;United States;140000;United States;Medium;2023
Data Science Engineer;Full-Time;Senior;Expert;United States;100000;United States;Medium;2023
Cloud Database Engineer;Full-Time;Senior;Expert;United States;140000;United States;Medium;2023
Cloud Database Engineer;Full-Time;Senior;Expert;United States;115000;United States;Medium;2023
Data Science Manager;Full-Time;Senior;Expert;United States;297300;United States;Medium;2023
Data Science Manager;Full-Time;Senior;Expert;United States;198200;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United States;219000;United States;Large;2023
Data Engineer;Full-Time;Senior;Expert;United States;110000;United States;Medium;2023
Applied Scientist;Full-Time;Senior;Expert;United States;126100;United States;Large;2023
Applied Scientist;Full-Time;Senior;Expert;United States;72000;United States;Large;2023
Data Analyst;Full-Time;Senior;Expert;United States;240500;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;137500;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;United States;187500;United States;Medium;2023
Data Scientist;Full-Time;Mid;Intermediate;United States;165000;United States;Medium;2023
Machine Learning Research Engineer;Full-Time;Mid;Intermediate;United Kingdom;73824;United Kingdom;Large;2023
Data Analyst;Part-Time;Entry;Junior;United States;25216;Spain;Large;2022
Research Scientist;Full-Time;Senior;Expert;United States;165750;United States;Medium;2023
Machine Learning Scientist;Full-Time;Senior;Expert;United States;225000;United States;Medium;2023
Machine Learning Scientist;Full-Time;Senior;Expert;United States;165750;United States;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;110367;United Kingdom;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;67979;United Kingdom;Medium;2023
NLP Engineer;Full-Time;Senior;Expert;United States;275000;United States;Medium;2023
NLP Engineer;Full-Time;Senior;Expert;United States;175000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;175308;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;100706;United States;Medium;2023
NLP Engineer;Full-Time;Senior;Expert;United States;235000;United States;Medium;2023
NLP Engineer;Full-Time;Senior;Expert;United States;135000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;310000;United States;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;289076;United States;Medium;2023
ML Engineer;Full-Time;Senior;Expert;United States;202353;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;Portugal;70179;Portugal;Medium;2023
Data Engineer;Full-Time;Senior;Expert;Portugal;37788;Portugal;Medium;2023
Research Engineer;Full-Time;Mid;Intermediate;United States;120000;United States;Medium;2023
Research Engineer;Full-Time;Mid;Intermediate;United States;100000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;India;54094;India;Large;2021
Business Data Analyst;Full-Time;Mid;Intermediate;India;18314;India;Large;2022
Data Engineer;Full-Time;Senior;Expert;United States;231250;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;138750;United States;Medium;2023
Data Scientist;Full-Time;Entry;Junior;United States;100000;United States;Medium;2022
Deep Learning Engineer;Full-Time;Entry;Junior;United States;150000;United States;Medium;2023
Deep Learning Engineer;Full-Time;Entry;Junior;United States;120000;United States;Medium;2023
Research Engineer;Full-Time;Senior;Expert;United States;150000;United States;Medium;2023
Data Analytics Manager;Full-Time;Senior;Expert;Netherlands;133000;Netherlands;Large;2022
Data Scientist;Full-Time;Senior;Expert;United States;272550;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;187500;United States;Medium;2023
Data Analyst;Full-Time;Senior;Expert;United States;64000;United States;Medium;2023
Computer Vision Engineer;Full-Time;Senior;Expert;United States;235000;United States;Medium;2023
Computer Vision Engineer;Full-Time;Senior;Expert;United States;185000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;Canada;143100;Canada;Medium;2023
Data Scientist;Full-Time;Senior;Expert;Canada;113000;Canada;Medium;2023
Applied Scientist;Full-Time;Senior;Expert;United States;142000;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;180560;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;United States;115440;United States;Medium;2023
Data Scientist;Full-Time;Senior;Expert;Canada;110000;Canada;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;76284;United Kingdom;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;63980;United Kingdom;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;59059;United Kingdom;Medium;2023
Machine Learning Engineer;Full-Time;Mid;Intermediate;United Kingdom;46755;United Kingdom;Medium;2023
Data Architect;Full-Time;Senior;Expert;United States;110000;United States;Medium;2023
Data Engineer;Full-Time;Senior;Expert;United States;236000;United States;Medium;2023
Data Scientist;Full-Time;Entry;Junior;United States;130000;United States;Medium;2022
Manager Data Management;Full-Time;Senior;Expert;United States;125000;United States;Large;2022
Data Engineer;Full-Time;Senior;Expert;United States;175000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;155000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;153600;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;106800;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;150000;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;140000;United States;Medium;2022
Data Science Consultant;Full-Time;Senior;Expert;United States;122000;United States;Medium;2022
Data Science Consultant;Full-Time;Senior;Expert;United States;94500;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;170000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;130000;United States;Medium;2022
Data Science Consultant;Full-Time;Senior;Expert;United States;145000;United States;Medium;2022
Data Science Consultant;Full-Time;Senior;Expert;United States;128000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;145000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;100000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;120000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;115000;United States;Medium;2022
Applied Machine Learning Scientist;Full-Time;Senior;Expert;United States;150000;United States;Medium;2022
Data Analyst;Full-Time;Mid;Intermediate;United States;150000;United States;Medium;2022
Data Analyst;Full-Time;Mid;Intermediate;United States;100000;United States;Medium;2022
Data Scientist;Full-Time;Mid;Intermediate;United States;150000;United States;Medium;2022
Data Scientist;Full-Time;Mid;Intermediate;United States;127500;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;126500;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;51000;United States;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;260000;United States;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;175000;United States;Medium;2022
Applied Data Scientist;Full-Time;Entry;Junior;Pakistan;40000;Australia;Medium;2022
AI Programmer;Full-Time;Entry;Junior;Australia;40000;Pakistan;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;250000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;63000;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;210000;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;160000;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;272550;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;198200;United States;Medium;2022
Data Scientist;Full-Time;Mid;Intermediate;France;94560;France;Medium;2022
Data Scientist;Full-Time;Mid;Intermediate;France;52533;France;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;220000;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;146000;United States;Medium;2022
Machine Learning Software Engineer;Full-Time;Senior;Expert;Canada;248400;Canada;Medium;2022
Machine Learning Software Engineer;Full-Time;Senior;Expert;Canada;183600;Canada;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;150000;United States;Medium;2022
Machine Learning Developer;Full-Time;Entry;Junior;Australia;40000;Pakistan;Medium;2022
Lead Data Scientist;Full-Time;Senior;Expert;India;56723;India;Large;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;120000;United States;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;95000;United States;Medium;2022
Data Engineer;Full-Time;Entry;Junior;United States;160000;United States;Medium;2022
Data Engineer;Full-Time;Entry;Junior;United States;135000;United States;Medium;2022
Data Science Consultant;Full-Time;Entry;Junior;Italy;24165;Italy;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;216000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;144000;United States;Medium;2022
Data Engineer;Full-Time;Entry;Junior;United States;85000;United States;Medium;2022
Data Engineer;Full-Time;Entry;Junior;United States;65000;United States;Medium;2022
Data Analyst;Full-Time;Senior;Expert;United States;149000;United States;Medium;2022
Data Analyst;Full-Time;Senior;Expert;United States;119000;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;120000;United States;Medium;2022
Data Scientist;Full-Time;Mid;Intermediate;United States;110000;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;246000;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;201000;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;190000;United States;Medium;2022
Data Scientist;Full-Time;Senior;Expert;United States;155000;United States;Medium;2022
ML Engineer;Full-Time;Senior;Expert;United States;235000;United States;Medium;2022
ML Engineer;Full-Time;Senior;Expert;United States;185000;United States;Medium;2022
Cloud Database Engineer;Full-Time;Senior;Expert;United States;190000;United States;Medium;2022
Cloud Database Engineer;Full-Time;Senior;Expert;United States;160000;United States;Medium;2022
Product Data Analyst;Full-Time;Entry;Junior;United States;100000;United States;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;130000;United States;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;115000;United States;Medium;2022
Data Scientist;Full-Time;Mid;Intermediate;United Kingdom;92350;United Kingdom;Medium;2022
Data Scientist;Full-Time;Mid;Intermediate;United Kingdom;67723;United Kingdom;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;105000;United States;Medium;2022
Data Engineer;Full-Time;Mid;Intermediate;United States;70000;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;204500;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;142200;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;192000;United States;Medium;2022
Machine Learning Engineer;Full-Time;Senior;Expert;United States;164000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;185900;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;129300;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;75000;United States;Medium;2022
Data Science Manager;Full-Time;Senior;Expert;United States;175000;United States;Medium;2022
Data Science Manager;Full-Time;Senior;Expert;United States;120000;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;167500;United States;Medium;2022
Data Engineer;Full-Time;Senior;Expert;United States;106500;United States;Medium;2022
Data Analyst;Full-Time;Mid;Intermediate;United States;75000;United States;Medium;2022
Data Analyst;Full-Time;Mid;Intermediate;United States;60000;United States;Medium;2022
Applied Scientist;Full-Time;Senior;Expert;United States;184000;United States;Medium;2022
